idptar;nomptar;CodeINSEE;X;Y;coord
2202;Gabriel-Péri;92004;596907;2435370;48.9165747952,2.29432896135
2090;Funiculaire Gare basse;75118;600491;2431810;48.8845882633,2.34319624903
2551;Funiculaire Gare basse;75118;600491;2431810;48.8845882633,2.34319624903
2552;Funiculaire Gare haute;75118;600485;2431919;48.8855678748,2.34311459507
2013;Buttes-Chaumont;75119;603283;2431022;48.8774983378,2.38123808849
1902;Jaurès;75119;602482;2431578;48.8824987835,2.37032717893
2434;Pré-Saint-Gervais;75119;604554;2431342;48.8803666123,2.39855961042
2191;Botzaris;75119;603862;2431221;48.8792836316,2.38912909357
2132;Buttes-Chaumont;75119;603283;2431022;48.8774983378,2.38123808849
2124;Bolivar;75119;602747;2431390;48.8808081239,2.37393711277
2298;Jaurès;75119;602482;2431578;48.8824987835,2.37032717893
2328;L1s Blanc;75110;602127;2431436;48.8812238387,2.36548893272
22792;Orly 1-2-3;94054;601697;2414562;48.7295649505,2.35956423604
48429;Cergy-Le-Haut;95127;576282;2450136;49.0488353245,2.01225841561
1643;Sartrouville;78586;586864;2437714;48.9375121425,2.15731104369
1850;Le Vésinet-Centre;78650;585169;2432442;48.8900956656,2.13437461099
1970;Chatou-Croissy;78146;586727;2431887;48.8851420309,2.15562586369
1829;Nanterre-Préfecture;92050;591680;2433048;48.8956598913,2.22310032472
1689;Val de Fontenay;94033;611169;2428366;48.8535398247,2.48861963891
1840;Noisy-Champs;93051;617754;2427172;48.8426610663,2.57825244785
2012;Bussy-Saint-Georges;77058;627424;2426585;48.8370461511,2.70988412471
161468;Val d'europe;77449;632190;2428617;48.8550877316,2.77492611826
1919;La Varenne-Chennevières;94068;612977;2421849;48.794933504,2.51304475439
2074;Boissy-Saint-Léger;94004;612412;2417181;48.7529886038,2.50522284262
2141;Cergy-Saint-Christophe;95127;577898;2450233;49.049764961,2.03434511366
2318;Le Vésinet-Le Pecq;78650;584251;2433363;48.8983508533,2.12182892211
2545;Charles de Gaulle-Etoile;75117;596959;2430651;48.8741647041,2.2950725596
2102;Auber;75109;599501;2430477;48.8726081392,2.32970681311
2129;Bry-sur-Marne;94015;613956;2427370;48.844534026,2.52654384297
2131;Bussy-Saint-Georges;77058;627424;2426585;48.8370461511,2.70988412471
2300;Joinville-le-Pont;94042;609355;2424750;48.8210696376,2.46383495297
2481;Saint-Maur Créteil;94068;609961;2423121;48.8064195682,2.47204504761
2143;Champigny;94068;612743;2423195;48.8070357613,2.50990166505
48431;Aéroport Charles de Gaulle 2 TGV;95527;617164;2445145;49.0041985468,2.57094642069
1697;Villeparisis;77514;619510;2439473;48.9531603089,2.60272851855
1664;Sevran Livry;93071;614531;2437578;48.9362622083,2.53472278012
1923;Le Bourget;93013;606539;2436943;48.9306861891,2.42569376628
2077;Gare du Nord;75110;601473;2431393;48.8808391651,2.35657701202
1672;Saint-Michel Notre-Dame;75105;600738;2428401;48.8539502053,2.34655673141
1650;Port Royal;75105;600027;2426836;48.8398851252,2.33687343756
1960;Gentilly;94037;600321;2424150;48.8157442651,2.34087477169
1853;Les Baconnets;92002;596401;2415655;48.7393808872,2.28759904436
1924;Le Guichet;91471;589305;2411824;48.7048670134,2.19126558338
1771;Orsay-Ville;91471;588627;2411017;48.6976016061,2.18207974521
2011;Bures-sur-Yvette;91122;587228;2410812;48.6957326095,2.16308967182
1673;Saint-Rémy-lès-Chevreuse;78575;580419;2411625;48.7028686434,2.07060021119
2451;Aéroport Charles de Gaulle 1;95527;616460;2445833;49.0103995199,2.56135733564
2387;Parc des Expositions;93078;613038;2441721;48.9735259917,2.5144841727
2119;Blanc-Mesnil;93007;610282;2437117;48.9322011293,2.47675086789
2248;Le Bourget;93013;606539;2436943;48.9306861891,2.42569376628
2482;Saint-Michel Notre-Dame;75105;600738;2428401;48.8539502053,2.34655673141
2108;Bagneux;94016;598884;2421648;48.7932557555,2.32132499298
2450;Robinson;92071;595923;2420178;48.7800312802,2.28105937514
2095;Antony;92002;597378;2417373;48.7548274442,2.30086506726
2348;Massy-Palaiseau;91377;594320;2413962;48.7241484853,2.25934234562
2381;Orsay-Ville;91471;588627;2411017;48.6976016061,2.18207974521
2265256;La Garenne-Colombes;;;;
2265260;Sartrouville;;;;
2265268;Villennes-sur-Seine;;;;
2265282;Mantes-la-Jolie;;;;
2265284;Breval;;;;
2265277;Aubergenville-Elisabethville;;;;
2265275;Les Mureaux;;;;
2268023;Achères Grand Cormier;;;;
2265259;H1lles Carrières-sur-Seine;;;;
2265297;Bonnières;;;;
2265291;Rosny-sur-Seine;;;;
2265255;Gare Saint-Lazare;;;;
170124;Asnières;;;;
46104;Argenteuil;;;;
46106;Cormeilles-en-Parisis;;;;
809235;Sannois;;;;
46612;Gare Saint-Lazare;;;;
46116;La Frette Montigny;;;;
46117;Herblay;;;;
46432;Eragny Neuville;;;;
46124;Us;;;;
46636;Us;;;;
46633;Osny;;;;
46631;Saint-Ouen-l'Aumône (Eglise);;;;
46977;Cormeilles-en-Parisis;;;;
833970;Bois-Colombes;;;;
46112;Chanteloup-lès-Vignes;;;;
46113;Vaux-sur-Seine;;;;
46114;Meulan Hardricourt;;;;
591497;Port-Villez;;;;
591500;Vernon;;;;
46650;Mantes-Station;;;;
591490;La Frette Montigny;;;;
3144455;Clichy Levallois;;;;
3144461;Les Vallées;;;;
3144474;Poissy;;;;
4747049;Argenteuil;;;;
4747055;La Frette Montigny;;;;
4747186;Thun-le-Paradis;;;;
4747503;Issou Porcheville;;;;
4747357;Mantes-la-Jolie;;;;
4747504;Issou Porcheville;;;;
4747193;Gargenville;;;;
4747187;Thun-le-Paradis;;;;
4747185;Vaux-sur-Seine;;;;
4747183;Triel-sur-Seine;;;;
4747050;Argenteuil;;;;
591528;Pont Cardinet;;;;
591530;Clichy Levallois;;;;
46526;Saint-Cloud;;;;
46169;Chaville-Rive Droite;;;;
46684;Versailles-Rive Droite;;;;
46680;Sèvres Ville-d'Avray;;;;
591529;Pont Cardinet;;;;
591534;Asnières;;;;
591538;Courbevoie;;;;
46179;Marly-le-Roi;;;;
591543;Suresnes Mont-Valérien;;;;
591541;Puteaux;;;;
591539;Courbevoie;;;;
591535;Asnières;;;;
4473748;Clichy Levallois;;;;
47103;Gare Saint-Lazare;;;;
47104;Bécon-les-Bruyères;;;;
47111;Conflans-Fin d'Oise;;;;
47122;Maisons-Laffitte;;;;
47119;Nanterre-Université;;;;
47116;Bécon-les-Bruyères;;;;
183895;Saint-Germain-en-Laye-Bel Air-Fourqueux;;;;
183897;Saint-Germain-Grande Ceinture;;;;
46228;Saint-Michel Notre-Dame;;;;
46238;Saint-Michel-sur-Orge;;;;
46481;Sainte-Geneviève-des-Bois;;;;
46531;Bouray;;;;
46732;Chaville-Vélizy;;;;
46736;Champ de Mars-Tour Eiffel;;;;
46739;Musée d'Orsay;;;;
46743;Vitry-sur-Seine;;;;
46744;Les Ardoines;;;;
46745;Villeneuve-le-Roi;;;;
46750;Saint-Michel-sur-Orge;;;;
46752;Lardy;;;;
46992;Gare d'Austerlitz;;;;
47042;Savigny-sur-Orge;;;;
46263;Epinay-sur-Orge;;;;
46271;Sermaise;;;;
46273;Dourdan-la-Forêt;;;;
46760;Issy-Val de Seine;;;;
46770;Villeneuve-le-Roi;;;;
46776;Sainte-Geneviève-des-Bois;;;;
46777;Brétigny-sur-Orge;;;;
46778;La Norville Saint-Germain-lès-Arpajon;;;;
46783;Sermaise;;;;
46784;Dourdan;;;;
46953;Pont du Garigliano-Hôpital Européen G.Pompidou;;;;
6613865;Porchefontaine;;;;
46278;Cernay;;;;
46285;Porte Maillot;;;;
46291;Musée d'Orsay;;;;
46295;Pont de Rungis Aéroport d'Orly;;;;
46487;Avenue Henri-Martin;;;;
46791;Saint-Gratien;;;;
46802;Pont de l'alma;;;;
46804;Saint-Michel Notre-Dame;;;;
47000;Brétigny-sur-Orge;;;;
142853;Bibliothèque-François Mitterrand;;;;
142854;Bibliothèque-François Mitterrand;;;;
142858;Vitry-sur-Seine;;;;
142860;Les Ardoines;;;;
142878;Les Saules;;;;
142888;Ablon;;;;
142891;Savigny-sur-Orge;;;;
142896;Saint-Michel-sur-Orge;;;;
142898;Villeneuve-le-Roi;;;;
162242;Saint-Ouen-l'Aumône;;;;
162243;Saint-Ouen-l'Aumône;;;;
591240;Arpajon;;;;
591241;Arpajon;;;;
591252;Dourdan;;;;
2924301;Gare d'Austerlitz Grandes Lignes;;;;
46300;Gare d'Austerlitz;;;;
46305;Les Saules;;;;
46306;Pont de Rungis Aéroport d'Orly;;;;
46308;Chemin d'Antony;;;;
46489;Choisy-le-Roi;;;;
46534;Musée d'Orsay;;;;
46809;Champ de Mars-Tour Eiffel;;;;
46818;Pont de Rungis Aéroport d'Orly;;;;
46819;Rungis-La Fraternelle;;;;
46962;Invalides;;;;
47001;Choisy-le-Roi;;;;
47046;Musée d'Orsay;;;;
46321;Saint-Michel Notre-Dame;;;;
46323;Villeneuve-le-Roi;;;;
46324;Ablon;;;;
46330;Brétigny-sur-Orge;;;;
46826;Meudon-Val-Fleury;;;;
46828;Issy-Val de Seine;;;;
46833;Saint-Michel Notre-Dame;;;;
46836;Ablon;;;;
46841;Sainte-Geneviève-des-Bois;;;;
46842;Brétigny-sur-Orge;;;;
46964;Pont de l'alma;;;;
46965;Saint-Michel-sur-Orge;;;;
47002;Chaville-Vélizy;;;;
46345;Juvisy-sur-Orge;;;;
46346;Savigny-sur-Orge;;;;
46348;Chilly-Mazarin;;;;
46350;Massy-Palaiseau;;;;
46446;Meudon-Val-Fleury;;;;
46454;Choisy-le-Roi;;;;
46492;Versailles Château-Rive Gauche;;;;
65831;Igny;;;;
65835;Vauboyen;;;;
142872;Ivry-sur-Seine;;;;
142875;Les Ardoines;;;;
1470426;Sermaise;;;;
1470427;Saint-Chéron;;;;
1470438;La Norville Saint-Germain-lès-Arpajon;;;;
1470439;Brétigny-sur-Orge;;;;
1470440;Brétigny-sur-Orge;;;;
1470442;Saint-Michel-sur-Orge;;;;
1470447;Savigny-sur-Orge;;;;
1470448;Savigny-sur-Orge;;;;
1470454;Bibliothèque-François Mitterrand;;;;
1470456;Gare d'Austerlitz;;;;
1470460;Musée d'Orsay;;;;
1470463;Pont de l'alma;;;;
1470464;Pont de l'alma;;;;
1470469;Boulainvilliers;;;;
1470472;Avenue Henri-Martin;;;;
1470475;Porte Maillot;;;;
1470478;Pereire;;;;
1470487;Epinay-sur-Seine;;;;
1470488;Epinay-sur-Seine;;;;
1470493;Cernay;;;;
1470502;Etampes;;;;
1470508;Lardy;;;;
1470512;Marolles-en-Hurepoix;;;;
1664168;Saint-Martin d'Etampes;;;;
1664170;Etampes;;;;
1664172;Etréchy;;;;
1664175;Lardy;;;;
1664179;Marolles-en-Hurepoix;;;;
1664191;Juvisy-sur-Orge;;;;
1664194;Bibliothèque-François Mitterrand;;;;
1664197;Saint-Michel Notre-Dame;;;;
1664198;Saint-Michel Notre-Dame;;;;
1664199;Musée d'Orsay;;;;
1664215;Porte Maillot;;;;
1664219;Porte de Clichy;;;;
1664268;Les Grésillons;;;;
1664291;Gennevilliers;;;;
1664292;Gennevilliers;;;;
1664300;Saint-Gratien;;;;
1664322;Ermont-Eaubonne;;;;
1664367;Montigny-Beauchamp;;;;
1670016;Bibliothèque-François Mitterrand;;;;
1670019;Choisy-le-Roi;;;;
1670020;Villeneuve-le-Roi;;;;
1670021;Villeneuve-le-Roi;;;;
1673400;Marolles-en-Hurepoix;;;;
6591396;Ablon;;;;
6591397;Villeneuve-le-Roi;;;;
6591398;Villeneuve-le-Roi;;;;
6591403;Gare d'Austerlitz;;;;
6591413;Champ de Mars-Tour Eiffel;;;;
6591416;Javel;;;;
6591423;Chaville-Vélizy;;;;
6591428;Porchefontaine;;;;
60298;Garges-Sarcelles;;;;
60300;Villiers-le-Bel (Gonesse - Arnouville);;;;
60301;Villiers-le-Bel (Gonesse - Arnouville);;;;
60302;Goussainville;;;;
60308;Survilliers-Fosses;;;;
60309;Survilliers-Fosses;;;;
60315;Chantilly-Gouvieux;;;;
60325;Le Vert de Maisons;;;;
60389;Yerres;;;;
60390;Yerres;;;;
60393;Boussy-Saint-Antoine;;;;
60405;Melun;;;;
60406;Melun;;;;
4473198;Creteil-Pompadour;;;;
5476922;Gare du Nord (Surface);;;;
60411;Saint-Denis;;;;
60414;Villiers-le-Bel (Gonesse - Arnouville);;;;
60430;Vigneux-sur-Seine;;;;
60431;Juvisy-sur-Orge;;;;
60441;Moulin-Galant;;;;
60446;Maisse;;;;
60466;Garges-Sarcelles;;;;
60483;Vigneux-sur-Seine;;;;
60487;Grand-Bourg;;;;
60488;Evry Val de Seine;;;;
60491;Evry Courcouronnes;;;;
60493;Corbeil-Essonnes;;;;
60497;La Ferté-Alais;;;;
591223;Chantilly-Gouvieux;;;;
591224;Chantilly-Gouvieux;;;;
591230;Survilliers-Fosses;;;;
4473200;Creteil-Pompadour;;;;
4473201;Creteil-Pompadour;;;;
5422315;Gare du Nord (Surface);;;;
590098;Orry-la-Ville Coye;;;;
590106;Les Noues;;;;
590110;Villiers-le-Bel (Gonesse - Arnouville);;;;
590112;Garges-Sarcelles;;;;
590118;Stade de France-Saint-Denis;;;;
590120;Gare du Nord;;;;
590125;Maisons-Alfort Alfortville;;;;
590126;Maisons-Alfort Alfortville;;;;
590138;Juvisy-sur-Orge;;;;
590142;Grigny-Centre;;;;
590145;Evry Courcouronnes;;;;
590157;Coudray-Montceaux;;;;
590159;Saint-Fargeau;;;;
590168;Melun;;;;
1988706;Evry Val de Seine;;;;
4473203;Creteil-Pompadour;;;;
4770532;Creil;;;;
1662660;Gare de Lyon;;;;
1662664;Le Vert de Maisons;;;;
1662671;Villeneuve-Saint-Georges;;;;
1662676;Viry-Châtillon;;;;
1662677;Viry-Châtillon;;;;
4102161;Maisons-Alfort Alfortville;;;;
4102164;Montgeron Crosne;;;;
4102174;Lieusaint Moissy;;;;
4102176;Savigny-le-Temple Nandy;;;;
5005185;Magenta;;;;
5005195;Le Raincy Villemomble Montfermeil;;;;
5005196;Le Raincy Villemomble Montfermeil;;;;
5005525;Val de Fontenay;;;;
5005526;Val de Fontenay;;;;
5005528;Nogent Le-Perreux;;;;
5005665;Emerainville Pontault-Combault;;;;
5740949;Rosa Parks;;;;
5740952;Gare de l'Est;;;;
